names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,celltypes
STEAP1B,87.54314,4.3369637,0.0,0.0,0.9502000889284127,0.24176704682033065,Cardiac_Mesoderm
DSCAM,79.908165,3.803395,0.0,0.0,0.8835037794575367,0.2338879837611175,Cardiac_Mesoderm
AC107218.3,77.57896,4.0481825,0.0,0.0,0.8174744330813695,0.22336476055660906,Cardiac_Mesoderm
BMPER,76.91887,3.1985195,0.0,0.0,0.9664295242329924,0.42888811730455917,Cardiac_Mesoderm
ROR2,76.375175,2.3872447,0.0,0.0,0.9435304579813251,0.5666782404316124,Cardiac_Mesoderm
ELMO1,75.074265,3.1075845,0.0,0.0,0.8514895509115162,0.3395208461312465,Cardiac_Mesoderm
P3H2,73.30983,2.5785425,0.0,0.0,0.9421965317919075,0.5418925776555114,Cardiac_Mesoderm
LINC00458,72.33087,3.755614,0.0,0.0,0.7941307247665629,0.1489009374749606,Cardiac_Mesoderm
HS3ST3A1,72.3081,3.3269656,0.0,0.0,0.8314806580702534,0.22972142838065224,Cardiac_Mesoderm
FBN2,67.30803,2.1850605,0.0,0.0,0.9479768786127167,0.5868165914371946,Cardiac_Mesoderm
LINC01090,67.03284,4.393471,0.0,0.0,0.6731880835927079,0.10501856253839374,Cardiac_Mesoderm
DYNC1I1,66.93235,2.5382805,0.0,0.0,0.875277901289462,0.3763788360353623,Cardiac_Mesoderm
HAS2,64.63472,2.3963575,0.0,0.0,0.9333036905291241,0.46911140193905077,Cardiac_Mesoderm
RP11-256I9.3,63.023212,3.275453,0.0,0.0,0.7029791018230325,0.13800379263374377,Cardiac_Mesoderm
SERPINE2,63.006386,2.6427414,0.0,0.0,0.7932414406402846,0.25771213375711116,Cardiac_Mesoderm
TUBB2B,62.935528,2.7812696,0.0,0.0,0.7578923966207203,0.2485777623460912,Cardiac_Mesoderm
FAM89A,62.66323,2.2801363,0.0,0.0,0.8448199199644286,0.38284233861275074,Cardiac_Mesoderm
MIR302CHG,62.600105,4.184502,0.0,0.0,0.6287238772787905,0.06677172084078951,Cardiac_Mesoderm
NRG2,61.19155,2.4884202,0.0,0.0,0.7665629168519342,0.3209315990491707,Cardiac_Mesoderm
H2AZ1,60.642548,1.6751288,0.0,0.0,0.9530902623388172,0.7543067759942309,Cardiac_Mesoderm
CADM1,60.42729,2.0350375,0.0,0.0,0.8977323254779902,0.5850538180069976,Cardiac_Mesoderm
ANK2,60.006844,2.488917,0.0,0.0,0.7847932414406403,0.3730402499933228,Cardiac_Mesoderm
HMGA1,59.96255,1.8824675,0.0,0.0,0.8970653623832815,0.5193504446996609,Cardiac_Mesoderm
CTC-342M10.2,59.668148,2.9651568,0.0,0.0,0.6736327256558471,0.1688790363505248,Cardiac_Mesoderm
ALPK2,59.505653,2.1755855,0.0,0.0,0.8514895509115162,0.37779439651718705,Cardiac_Mesoderm
AF228730.14,59.4243,2.8088775,0.0,0.0,0.6925300133392619,0.20565690018963168,Cardiac_Mesoderm
PLCB1,58.475567,1.8146901,0.0,0.0,0.9239662072032014,0.6376966427178761,Cardiac_Mesoderm
TMTC1,58.29223,2.4159265,0.0,0.0,0.759670964873277,0.2943831628428728,Cardiac_Mesoderm
NTN4,57.57211,3.4554605,0.0,0.0,0.6122721209426412,0.12026922357843006,Cardiac_Mesoderm
NASP,57.515285,1.6626822,0.0,0.0,0.8879502000889284,0.6026548436206298,Cardiac_Mesoderm
RPS11,57.33316,1.0645913,0.0,0.0,0.989773232547799,0.9297561496754895,Cardiac_Mesoderm
RPS16,57.248344,0.94368845,0.0,0.0,0.987105380168964,0.9471702144707673,Cardiac_Mesoderm
CRABP2,56.57306,1.8519038,0.0,0.0,0.9204090706980881,0.5467268502443845,Cardiac_Mesoderm
RPS23,56.09503,0.9760152,0.0,0.0,0.9946642952423299,0.9690713389065463,Cardiac_Mesoderm
LGR5,55.948563,2.8882504,0.0,0.0,0.6622943530457981,0.16663550653027429,Cardiac_Mesoderm
RPS6,55.776527,1.1038625,0.0,0.0,0.9915518008003558,0.9520044870596405,Cardiac_Mesoderm
CHST9,55.675106,2.761823,0.0,0.0,0.6551800800355714,0.1977511284420822,Cardiac_Mesoderm
RP11-1396O13.23,54.614864,2.482518,0.0,0.0,0.6776345042240997,0.23698619160813011,Cardiac_Mesoderm
EOMES,54.5597,4.550066,0.0,0.0,0.5309026233881725,0.0422531449480516,Cardiac_Mesoderm
SAMD3,53.71393,2.8837347,0.0,0.0,0.6127167630057804,0.14150263080580114,Cardiac_Mesoderm
